TrackingID,OrderID,Status_x,UpdatedAt,Status_y,OrderDate,Status
,563,,,Shipped,2024-08-11 03:23:45,Shipped
,564,,,In Transit,2024-05-19 14:51:40,In Transit
,565,,,In Transit,2024-02-19 09:09:16,In Transit
,566,,,Shipped,2024-05-12 00:06:08,Shipped
,566,,,Shipped,2024-05-12 00:06:08,Shipped
,567,,,Shipped,2024-06-30 02:03:54,Shipped
,567,,,Shipped,2024-06-30 02:03:54,Shipped
,567,,,Shipped,2024-06-30 02:03:54,Shipped
,568,,,Delivered,2024-06-06 23:56:55,Delivered
,568,,,Delivered,2024-06-06 23:56:55,Delivered
,569,,,In Transit,2024-07-18 13:07:49,In Transit
,570,,,Delivered,2024-09-01 04:27:50,Delivered
,570,,,Delivered,2024-09-01 04:27:50,Delivered
,571,,,Delivered,2024-03-26 16:50:11,Delivered
,571,,,Delivered,2024-03-26 16:50:11,Delivered
,572,,,Shipped,2024-03-22 15:44:04,Shipped
,572,,,Shipped,2024-03-22 15:44:04,Shipped
,572,,,Shipped,2024-03-22 15:44:04,Shipped
,573,,,In Transit,2024-07-01 22:08:50,In Transit
,573,,,In Transit,2024-07-01 22:08:50,In Transit
,574,,,Delivered,2024-07-25 14:13:46,Delivered
,575,,,Delivered,2024-08-20 07:35:39,Delivered
,575,,,Delivered,2024-08-20 07:35:39,Delivered
,576,,,Delivered,2024-05-04 21:31:36,Delivered
,577,,,Shipped,2024-10-06 17:31:06,Shipped
,577,,,Shipped,2024-10-06 17:31:06,Shipped
,577,,,Shipped,2024-10-06 17:31:06,Shipped
,578,,,In Transit,2024-02-27 04:29:01,In Transit
,579,,,Shipped,2024-05-29 08:22:34,Shipped
,580,,,Shipped,2024-06-06 01:44:32,Shipped
,580,,,Shipped,2024-06-06 01:44:32,Shipped
,581,,,In Transit,2024-12-17 15:53:22,In Transit
,581,,,In Transit,2024-12-17 15:53:22,In Transit
,581,,,In Transit,2024-12-17 15:53:22,In Transit
,582,,,Delivered,2024-07-11 18:29:07,Delivered
,582,,,Delivered,2024-07-11 18:29:07,Delivered
,583,,,Shipped,2024-09-12 17:11:52,Shipped
,583,,,Shipped,2024-09-12 17:11:52,Shipped
,584,,,Shipped,2024-12-21 07:46:32,Shipped
,584,,,Shipped,2024-12-21 07:46:32,Shipped
,584,,,Shipped,2024-12-21 07:46:32,Shipped
,585,,,Shipped,2024-11-20 23:36:08,Shipped
,586,,,In Transit,2024-01-28 01:40:33,In Transit
,587,,,In Transit,2024-04-24 05:42:19,In Transit
,587,,,In Transit,2024-04-24 05:42:19,In Transit
,587,,,In Transit,2024-04-24 05:42:19,In Transit
,588,,,Shipped,2024-06-12 15:26:37,Shipped
,588,,,Shipped,2024-06-12 15:26:37,Shipped
,588,,,Shipped,2024-06-12 15:26:37,Shipped
,589,,,In Transit,2024-05-18 14:34:35,In Transit
,589,,,In Transit,2024-05-18 14:34:35,In Transit
,590,,,In Transit,2024-08-19 18:13:41,In Transit
,591,,,Delivered,2024-06-05 23:09:47,Delivered
,591,,,Delivered,2024-06-05 23:09:47,Delivered
,592,,,In Transit,2024-02-20 20:16:02,In Transit
,593,,,Shipped,2024-03-25 00:22:33,Shipped
,593,,,Shipped,2024-03-25 00:22:33,Shipped
,593,,,Shipped,2024-03-25 00:22:33,Shipped
,594,,,Delivered,2024-06-15 21:55:30,Delivered
,594,,,Delivered,2024-06-15 21:55:30,Delivered
,595,,,Delivered,2024-02-21 22:45:46,Delivered
,596,,,In Transit,2024-02-29 12:57:59,In Transit
,596,,,In Transit,2024-02-29 12:57:59,In Transit
,597,,,Delivered,2024-01-04 19:33:37,Delivered
,597,,,Delivered,2024-01-04 19:33:37,Delivered
,598,,,In Transit,2024-03-13 21:27:13,In Transit
,598,,,In Transit,2024-03-13 21:27:13,In Transit
,598,,,In Transit,2024-03-13 21:27:13,In Transit
,599,,,Shipped,2024-04-09 00:34:45,Shipped
,599,,,Shipped,2024-04-09 00:34:45,Shipped
,599,,,Shipped,2024-04-09 00:34:45,Shipped
,600,,,Shipped,2024-01-12 06:51:19,Shipped
,600,,,Shipped,2024-01-12 06:51:19,Shipped
,601,,,Delivered,2024-10-26 21:54:23,Delivered
,601,,,Delivered,2024-10-26 21:54:23,Delivered
,602,,,In Transit,2024-04-11 21:45:19,In Transit
,602,,,In Transit,2024-04-11 21:45:19,In Transit
,602,,,In Transit,2024-04-11 21:45:19,In Transit
,603,,,In Transit,2024-05-07 14:52:26,In Transit
,603,,,In Transit,2024-05-07 14:52:26,In Transit
,603,,,In Transit,2024-05-07 14:52:26,In Transit
,604,,,Shipped,2024-08-31 10:21:46,Shipped
,605,,,Shipped,2024-10-27 07:37:07,Shipped
,605,,,Shipped,2024-10-27 07:37:07,Shipped
,606,,,In Transit,2024-01-07 21:49:36,In Transit
,607,,,Delivered,2024-09-28 16:50:29,Delivered
,607,,,Delivered,2024-09-28 16:50:29,Delivered
,608,,,Delivered,2024-11-27 02:20:32,Delivered
,608,,,Delivered,2024-11-27 02:20:32,Delivered
,608,,,Delivered,2024-11-27 02:20:32,Delivered
,609,,,Delivered,2024-09-04 16:45:53,Delivered
,609,,,Delivered,2024-09-04 16:45:53,Delivered
,610,,,Shipped,2024-08-11 22:25:55,Shipped
,610,,,Shipped,2024-08-11 22:25:55,Shipped
,610,,,Shipped,2024-08-11 22:25:55,Shipped
,611,,,Delivered,2024-05-20 01:24:47,Delivered
,612,,,Shipped,2024-11-21 14:04:13,Shipped
,613,,,In Transit,2024-04-04 00:02:16,In Transit
,613,,,In Transit,2024-04-04 00:02:16,In Transit
,613,,,In Transit,2024-04-04 00:02:16,In Transit
,614,,,Shipped,2024-12-04 04:56:09,Shipped
,615,,,In Transit,2024-10-09 11:29:53,In Transit
,616,,,In Transit,2024-01-12 14:06:06,In Transit
,616,,,In Transit,2024-01-12 14:06:06,In Transit
,616,,,In Transit,2024-01-12 14:06:06,In Transit
,617,,,In Transit,2024-11-24 03:04:12,In Transit
,618,,,In Transit,2024-05-07 03:27:02,In Transit
,619,,,In Transit,2024-04-22 17:34:38,In Transit
,620,,,In Transit,2024-01-02 03:35:16,In Transit
,621,,,Delivered,2024-05-19 11:20:29,Delivered
,622,,,Shipped,2024-03-27 18:41:18,Shipped
,622,,,Shipped,2024-03-27 18:41:18,Shipped
,622,,,Shipped,2024-03-27 18:41:18,Shipped
,623,,,In Transit,2024-07-02 19:49:43,In Transit
,624,,,Shipped,2024-11-17 12:13:16,Shipped
,624,,,Shipped,2024-11-17 12:13:16,Shipped
,625,,,Shipped,2024-10-22 12:26:09,Shipped
,625,,,Shipped,2024-10-22 12:26:09,Shipped
,625,,,Shipped,2024-10-22 12:26:09,Shipped
,626,,,Shipped,2024-01-06 06:11:35,Shipped
,626,,,Shipped,2024-01-06 06:11:35,Shipped
,626,,,Shipped,2024-01-06 06:11:35,Shipped
,627,,,Shipped,2024-08-11 08:56:50,Shipped
,627,,,Shipped,2024-08-11 08:56:50,Shipped
,628,,,Delivered,2024-05-27 08:17:35,Delivered
,629,,,Delivered,2024-02-05 14:39:29,Delivered
,629,,,Delivered,2024-02-05 14:39:29,Delivered
,629,,,Delivered,2024-02-05 14:39:29,Delivered
,630,,,Delivered,2024-02-01 04:13:21,Delivered
,630,,,Delivered,2024-02-01 04:13:21,Delivered
,630,,,Delivered,2024-02-01 04:13:21,Delivered
,631,,,In Transit,2024-12-15 20:49:58,In Transit
,631,,,In Transit,2024-12-15 20:49:58,In Transit
,632,,,In Transit,2024-03-03 04:45:53,In Transit
,633,,,Delivered,2024-10-27 08:24:50,Delivered
,634,,,Shipped,2024-07-10 22:47:31,Shipped
,635,,,In Transit,2024-05-15 16:20:57,In Transit
,635,,,In Transit,2024-05-15 16:20:57,In Transit
,636,,,Delivered,2024-02-08 05:40:41,Delivered
,636,,,Delivered,2024-02-08 05:40:41,Delivered
,636,,,Delivered,2024-02-08 05:40:41,Delivered
,637,,,Shipped,2024-08-27 18:58:11,Shipped
,638,,,Shipped,2024-02-10 19:43:41,Shipped
,638,,,Shipped,2024-02-10 19:43:41,Shipped
,639,,,In Transit,2024-04-15 08:30:08,In Transit
,639,,,In Transit,2024-04-15 08:30:08,In Transit
,640,,,Delivered,2024-05-25 07:42:03,Delivered
,640,,,Delivered,2024-05-25 07:42:03,Delivered
,640,,,Delivered,2024-05-25 07:42:03,Delivered
,641,,,Delivered,2024-11-18 16:29:16,Delivered
,641,,,Delivered,2024-11-18 16:29:16,Delivered
,641,,,Delivered,2024-11-18 16:29:16,Delivered
,642,,,Delivered,2024-10-23 19:16:07,Delivered
,642,,,Delivered,2024-10-23 19:16:07,Delivered
,643,,,Delivered,2024-04-14 11:38:49,Delivered
,644,,,In Transit,2024-08-07 23:38:31,In Transit
,645,,,Shipped,2024-09-11 23:12:35,Shipped
,645,,,Shipped,2024-09-11 23:12:35,Shipped
,645,,,Shipped,2024-09-11 23:12:35,Shipped
,646,,,Shipped,2024-12-16 04:43:19,Shipped
,646,,,Shipped,2024-12-16 04:43:19,Shipped
,646,,,Shipped,2024-12-16 04:43:19,Shipped
,647,,,Shipped,2024-02-08 07:25:05,Shipped
,647,,,Shipped,2024-02-08 07:25:05,Shipped
,648,,,Shipped,2024-04-19 02:35:01,Shipped
,648,,,Shipped,2024-04-19 02:35:01,Shipped
,649,,,Delivered,2024-12-24 20:34:48,Delivered
,650,,,In Transit,2024-07-09 04:36:47,In Transit
,650,,,In Transit,2024-07-09 04:36:47,In Transit
,650,,,In Transit,2024-07-09 04:36:47,In Transit
,651,,,Shipped,2024-12-22 12:37:33,Shipped
,651,,,Shipped,2024-12-22 12:37:33,Shipped
,651,,,Shipped,2024-12-22 12:37:33,Shipped
,652,,,Shipped,2024-12-08 00:10:23,Shipped
,652,,,Shipped,2024-12-08 00:10:23,Shipped
,652,,,Shipped,2024-12-08 00:10:23,Shipped
,653,,,Delivered,2024-09-10 02:19:20,Delivered
,653,,,Delivered,2024-09-10 02:19:20,Delivered
,653,,,Delivered,2024-09-10 02:19:20,Delivered
,654,,,Delivered,2024-04-13 19:46:25,Delivered
,655,,,In Transit,2024-08-19 20:49:00,In Transit
,655,,,In Transit,2024-08-19 20:49:00,In Transit
,656,,,In Transit,2024-01-02 00:09:24,In Transit
,657,,,Shipped,2024-09-24 16:48:14,Shipped
,657,,,Shipped,2024-09-24 16:48:14,Shipped
,657,,,Shipped,2024-09-24 16:48:14,Shipped
,658,,,Shipped,2024-10-08 05:58:40,Shipped
,658,,,Shipped,2024-10-08 05:58:40,Shipped
,659,,,In Transit,2024-06-24 04:10:09,In Transit
,659,,,In Transit,2024-06-24 04:10:09,In Transit
,659,,,In Transit,2024-06-24 04:10:09,In Transit
,660,,,In Transit,2024-10-17 05:22:36,In Transit
,660,,,In Transit,2024-10-17 05:22:36,In Transit
,660,,,In Transit,2024-10-17 05:22:36,In Transit
,661,,,Shipped,2024-02-24 10:40:01,Shipped
,661,,,Shipped,2024-02-24 10:40:01,Shipped
,662,,,Delivered,2024-07-04 23:17:24,Delivered
,662,,,Delivered,2024-07-04 23:17:24,Delivered
,663,,,Shipped,2024-04-28 06:55:16,Shipped
,664,,,Delivered,2024-11-05 19:29:09,Delivered
,664,,,Delivered,2024-11-05 19:29:09,Delivered
,664,,,Delivered,2024-11-05 19:29:09,Delivered
,665,,,In Transit,2024-11-06 20:50:54,In Transit
,666,,,In Transit,2024-10-20 21:24:14,In Transit
,667,,,Delivered,2024-03-03 21:11:53,Delivered
,668,,,Shipped,2024-12-17 20:11:18,Shipped
,669,,,In Transit,2024-10-19 20:11:37,In Transit
,669,,,In Transit,2024-10-19 20:11:37,In Transit
,670,,,In Transit,2024-02-06 11:52:43,In Transit
,670,,,In Transit,2024-02-06 11:52:43,In Transit
,670,,,In Transit,2024-02-06 11:52:43,In Transit
,671,,,Shipped,2024-11-23 01:43:27,Shipped
,672,,,In Transit,2024-10-19 08:05:13,In Transit
,673,,,Shipped,2024-04-15 15:58:18,Shipped
,673,,,Shipped,2024-04-15 15:58:18,Shipped
,673,,,Shipped,2024-04-15 15:58:18,Shipped
,674,,,Delivered,2024-07-31 01:45:13,Delivered
,674,,,Delivered,2024-07-31 01:45:13,Delivered
,675,,,In Transit,2024-03-08 14:01:23,In Transit
,675,,,In Transit,2024-03-08 14:01:23,In Transit
,675,,,In Transit,2024-03-08 14:01:23,In Transit
,676,,,In Transit,2024-11-29 03:07:44,In Transit
,677,,,Delivered,2024-12-19 02:46:28,Delivered
,678,,,In Transit,2024-01-20 04:55:27,In Transit
,679,,,Shipped,2024-01-17 06:52:50,Shipped
,679,,,Shipped,2024-01-17 06:52:50,Shipped
,680,,,Delivered,2024-04-07 02:26:24,Delivered
,681,,,In Transit,2024-04-05 23:13:07,In Transit
,681,,,In Transit,2024-04-05 23:13:07,In Transit
,682,,,Delivered,2024-11-22 08:45:01,Delivered
,682,,,Delivered,2024-11-22 08:45:01,Delivered
,682,,,Delivered,2024-11-22 08:45:01,Delivered
,683,,,Shipped,2024-02-22 11:21:37,Shipped
,684,,,In Transit,2024-04-12 20:40:42,In Transit
,684,,,In Transit,2024-04-12 20:40:42,In Transit
,684,,,In Transit,2024-04-12 20:40:42,In Transit
,685,,,Shipped,2024-06-09 23:28:09,Shipped
,685,,,Shipped,2024-06-09 23:28:09,Shipped
,686,,,In Transit,2024-03-20 21:08:33,In Transit
,686,,,In Transit,2024-03-20 21:08:33,In Transit
,687,,,Shipped,2024-02-25 16:03:51,Shipped
,687,,,Shipped,2024-02-25 16:03:51,Shipped
,687,,,Shipped,2024-02-25 16:03:51,Shipped
,688,,,In Transit,2024-09-19 23:39:00,In Transit
,688,,,In Transit,2024-09-19 23:39:00,In Transit
,689,,,In Transit,2024-03-21 05:27:47,In Transit
,689,,,In Transit,2024-03-21 05:27:47,In Transit
,690,,,In Transit,2024-01-16 14:43:47,In Transit
,690,,,In Transit,2024-01-16 14:43:47,In Transit
,691,,,Delivered,2024-05-21 17:43:58,Delivered
,691,,,Delivered,2024-05-21 17:43:58,Delivered
,692,,,In Transit,2024-03-07 16:26:44,In Transit
,692,,,In Transit,2024-03-07 16:26:44,In Transit
,693,,,In Transit,2024-07-04 23:46:53,In Transit
,693,,,In Transit,2024-07-04 23:46:53,In Transit
,693,,,In Transit,2024-07-04 23:46:53,In Transit
,694,,,In Transit,2024-09-26 14:57:05,In Transit
,695,,,In Transit,2024-03-20 20:49:27,In Transit
,695,,,In Transit,2024-03-20 20:49:27,In Transit
,695,,,In Transit,2024-03-20 20:49:27,In Transit
,696,,,Shipped,2024-06-19 08:21:36,Shipped
,697,,,In Transit,2024-02-09 19:51:30,In Transit
,697,,,In Transit,2024-02-09 19:51:30,In Transit
,697,,,In Transit,2024-02-09 19:51:30,In Transit
,698,,,Delivered,2024-04-08 02:44:36,Delivered
,699,,,Delivered,2024-02-06 08:47:56,Delivered
,700,,,Shipped,2024-01-24 01:13:18,Shipped
,701,,,Shipped,2024-04-01 15:24:28,Shipped
,702,,,Shipped,2024-10-01 21:33:25,Shipped
,703,,,In Transit,2024-07-11 12:47:30,In Transit
,703,,,In Transit,2024-07-11 12:47:30,In Transit
,704,,,Delivered,2024-03-24 13:32:27,Delivered
,705,,,Delivered,2024-10-25 01:19:56,Delivered
,705,,,Delivered,2024-10-25 01:19:56,Delivered
,706,,,Shipped,2024-05-10 13:01:33,Shipped
,706,,,Shipped,2024-05-10 13:01:33,Shipped
,706,,,Shipped,2024-05-10 13:01:33,Shipped
,707,,,In Transit,2024-10-27 21:10:47,In Transit
,708,,,Delivered,2024-08-26 16:26:15,Delivered
,708,,,Delivered,2024-08-26 16:26:15,Delivered
,709,,,Shipped,2024-11-25 09:41:20,Shipped
,709,,,Shipped,2024-11-25 09:41:20,Shipped
,710,,,Delivered,2024-02-18 19:02:05,Delivered
,711,,,Shipped,2024-11-12 04:22:27,Shipped
,712,,,Shipped,2024-06-08 22:04:21,Shipped
,712,,,Shipped,2024-06-08 22:04:21,Shipped
,713,,,Shipped,2024-06-11 10:57:21,Shipped
,714,,,Shipped,2024-11-11 20:08:12,Shipped
,715,,,In Transit,2024-08-10 02:10:11,In Transit
,715,,,In Transit,2024-08-10 02:10:11,In Transit
,716,,,In Transit,2024-09-22 18:03:18,In Transit
,716,,,In Transit,2024-09-22 18:03:18,In Transit
,717,,,In Transit,2024-01-29 07:16:10,In Transit
,718,,,Delivered,2024-04-10 16:11:25,Delivered
,718,,,Delivered,2024-04-10 16:11:25,Delivered
,719,,,Delivered,2024-07-08 11:18:50,Delivered
,719,,,Delivered,2024-07-08 11:18:50,Delivered
,720,,,In Transit,2024-02-26 10:49:26,In Transit
,720,,,In Transit,2024-02-26 10:49:26,In Transit
,720,,,In Transit,2024-02-26 10:49:26,In Transit
,721,,,Shipped,2024-09-23 03:54:40,Shipped
,722,,,Delivered,2024-12-06 04:22:22,Delivered
,722,,,Delivered,2024-12-06 04:22:22,Delivered
,722,,,Delivered,2024-12-06 04:22:22,Delivered
,723,,,Delivered,2024-06-30 10:32:39,Delivered
,723,,,Delivered,2024-06-30 10:32:39,Delivered
,723,,,Delivered,2024-06-30 10:32:39,Delivered
,724,,,Delivered,2024-08-24 05:51:06,Delivered
,724,,,Delivered,2024-08-24 05:51:06,Delivered
,725,,,Shipped,2024-09-11 16:17:02,Shipped
,725,,,Shipped,2024-09-11 16:17:02,Shipped
,726,,,Delivered,2024-09-09 08:15:12,Delivered
,726,,,Delivered,2024-09-09 08:15:12,Delivered
,726,,,Delivered,2024-09-09 08:15:12,Delivered
,727,,,In Transit,2024-07-11 07:38:37,In Transit
,728,,,Delivered,2024-07-25 14:52:54,Delivered
,729,,,Delivered,2024-07-25 09:15:25,Delivered
,729,,,Delivered,2024-07-25 09:15:25,Delivered
,729,,,Delivered,2024-07-25 09:15:25,Delivered
,730,,,Shipped,2024-11-12 00:45:25,Shipped
,731,,,In Transit,2024-01-30 22:38:47,In Transit
,731,,,In Transit,2024-01-30 22:38:47,In Transit
,732,,,In Transit,2024-12-14 04:24:53,In Transit
,733,,,Shipped,2024-12-05 07:32:20,Shipped
,733,,,Shipped,2024-12-05 07:32:20,Shipped
,734,,,Delivered,2024-04-03 01:55:04,Delivered
,734,,,Delivered,2024-04-03 01:55:04,Delivered
,734,,,Delivered,2024-04-03 01:55:04,Delivered
,735,,,Delivered,2024-06-01 18:46:47,Delivered
,735,,,Delivered,2024-06-01 18:46:47,Delivered
,735,,,Delivered,2024-06-01 18:46:47,Delivered
,736,,,Delivered,2024-08-09 18:29:05,Delivered
,737,,,Delivered,2024-06-11 09:57:05,Delivered
,737,,,Delivered,2024-06-11 09:57:05,Delivered
,738,,,Shipped,2024-11-22 23:34:40,Shipped
,739,,,Delivered,2024-08-17 06:15:54,Delivered
,739,,,Delivered,2024-08-17 06:15:54,Delivered
,739,,,Delivered,2024-08-17 06:15:54,Delivered
,740,,,Shipped,2024-06-02 21:12:44,Shipped
,740,,,Shipped,2024-06-02 21:12:44,Shipped
,741,,,In Transit,2024-04-02 20:47:01,In Transit
,741,,,In Transit,2024-04-02 20:47:01,In Transit
,742,,,In Transit,2024-04-26 05:46:18,In Transit
,742,,,In Transit,2024-04-26 05:46:18,In Transit
,743,,,Delivered,2024-03-20 00:14:28,Delivered
,744,,,Delivered,2024-08-14 14:38:45,Delivered
,744,,,Delivered,2024-08-14 14:38:45,Delivered
,745,,,Shipped,2024-03-01 21:14:57,Shipped
,745,,,Shipped,2024-03-01 21:14:57,Shipped
,745,,,Shipped,2024-03-01 21:14:57,Shipped
,746,,,In Transit,2024-10-12 02:58:52,In Transit
,746,,,In Transit,2024-10-12 02:58:52,In Transit
,747,,,Delivered,2024-03-26 10:54:08,Delivered
,747,,,Delivered,2024-03-26 10:54:08,Delivered
,747,,,Delivered,2024-03-26 10:54:08,Delivered
,748,,,In Transit,2024-12-25 13:26:02,In Transit
,748,,,In Transit,2024-12-25 13:26:02,In Transit
,748,,,In Transit,2024-12-25 13:26:02,In Transit
,749,,,In Transit,2024-06-03 10:36:56,In Transit
,749,,,In Transit,2024-06-03 10:36:56,In Transit
,749,,,In Transit,2024-06-03 10:36:56,In Transit
,750,,,Shipped,2024-08-22 04:50:05,Shipped
,750,,,Shipped,2024-08-22 04:50:05,Shipped
,751,,,Shipped,2024-06-17 23:09:13,Shipped
,752,,,Delivered,2024-12-02 03:10:27,Delivered
,752,,,Delivered,2024-12-02 03:10:27,Delivered
,752,,,Delivered,2024-12-02 03:10:27,Delivered
,753,,,Shipped,2024-05-08 23:22:57,Shipped
,753,,,Shipped,2024-05-08 23:22:57,Shipped
,753,,,Shipped,2024-05-08 23:22:57,Shipped
,754,,,Delivered,2024-11-27 23:10:49,Delivered
,755,,,In Transit,2024-10-28 08:58:12,In Transit
,755,,,In Transit,2024-10-28 08:58:12,In Transit
,756,,,Delivered,2024-02-24 09:42:11,Delivered
,756,,,Delivered,2024-02-24 09:42:11,Delivered
,757,,,In Transit,2024-07-21 14:56:57,In Transit
,757,,,In Transit,2024-07-21 14:56:57,In Transit
,758,,,Shipped,2024-05-31 06:52:28,Shipped
,758,,,Shipped,2024-05-31 06:52:28,Shipped
,759,,,In Transit,2024-12-20 23:49:28,In Transit
,760,,,Shipped,2024-01-29 06:36:37,Shipped
,761,,,Shipped,2024-03-14 19:25:50,Shipped
,761,,,Shipped,2024-03-14 19:25:50,Shipped
,761,,,Shipped,2024-03-14 19:25:50,Shipped
,762,,,Delivered,2024-09-29 03:36:52,Delivered
,762,,,Delivered,2024-09-29 03:36:52,Delivered
,762,,,Delivered,2024-09-29 03:36:52,Delivered
,763,,,Delivered,2024-05-10 15:15:25,Delivered
,763,,,Delivered,2024-05-10 15:15:25,Delivered
,764,,,In Transit,2024-11-24 10:16:03,In Transit
,764,,,In Transit,2024-11-24 10:16:03,In Transit
,764,,,In Transit,2024-11-24 10:16:03,In Transit
,765,,,In Transit,2024-03-22 17:32:39,In Transit
,765,,,In Transit,2024-03-22 17:32:39,In Transit
,766,,,In Transit,2024-10-18 14:03:42,In Transit
,766,,,In Transit,2024-10-18 14:03:42,In Transit
,766,,,In Transit,2024-10-18 14:03:42,In Transit
,767,,,In Transit,2024-06-03 05:14:48,In Transit
,767,,,In Transit,2024-06-03 05:14:48,In Transit
,768,,,Shipped,2024-01-05 01:02:03,Shipped
,768,,,Shipped,2024-01-05 01:02:03,Shipped
,768,,,Shipped,2024-01-05 01:02:03,Shipped
,769,,,Shipped,2024-07-07 22:43:12,Shipped
,770,,,In Transit,2024-05-17 02:20:37,In Transit
,770,,,In Transit,2024-05-17 02:20:37,In Transit
,771,,,In Transit,2024-02-13 01:56:27,In Transit
,772,,,Delivered,2024-12-28 15:11:23,Delivered
,772,,,Delivered,2024-12-28 15:11:23,Delivered
,773,,,Delivered,2024-03-31 10:53:57,Delivered
,774,,,In Transit,2024-12-31 17:04:08,In Transit
,774,,,In Transit,2024-12-31 17:04:08,In Transit
,775,,,Delivered,2024-07-19 12:45:55,Delivered
,775,,,Delivered,2024-07-19 12:45:55,Delivered
,776,,,In Transit,2024-01-29 13:18:37,In Transit
,777,,,Delivered,2024-06-20 06:12:06,Delivered
,777,,,Delivered,2024-06-20 06:12:06,Delivered
,777,,,Delivered,2024-06-20 06:12:06,Delivered
,778,,,In Transit,2024-02-20 02:06:47,In Transit
,778,,,In Transit,2024-02-20 02:06:47,In Transit
,779,,,Shipped,2024-12-20 08:39:30,Shipped
,780,,,Delivered,2024-07-15 22:18:55,Delivered
,780,,,Delivered,2024-07-15 22:18:55,Delivered
,781,,,Shipped,2024-02-12 23:54:35,Shipped
,781,,,Shipped,2024-02-12 23:54:35,Shipped
,781,,,Shipped,2024-02-12 23:54:35,Shipped
,782,,,In Transit,2024-01-05 04:55:53,In Transit
,782,,,In Transit,2024-01-05 04:55:53,In Transit
,782,,,In Transit,2024-01-05 04:55:53,In Transit
,783,,,In Transit,2024-09-19 23:03:41,In Transit
,783,,,In Transit,2024-09-19 23:03:41,In Transit
,784,,,Shipped,2024-08-07 00:41:07,Shipped
,785,,,In Transit,2024-04-08 21:08:00,In Transit
,786,,,In Transit,2024-04-13 18:06:44,In Transit
,786,,,In Transit,2024-04-13 18:06:44,In Transit
,786,,,In Transit,2024-04-13 18:06:44,In Transit
,787,,,In Transit,2024-02-14 05:24:10,In Transit
,787,,,In Transit,2024-02-14 05:24:10,In Transit
,787,,,In Transit,2024-02-14 05:24:10,In Transit
,788,,,Shipped,2024-11-14 07:34:30,Shipped
,788,,,Shipped,2024-11-14 07:34:30,Shipped
,788,,,Shipped,2024-11-14 07:34:30,Shipped
,789,,,Delivered,2024-04-11 14:14:35,Delivered
,789,,,Delivered,2024-04-11 14:14:35,Delivered
,790,,,In Transit,2024-05-24 13:44:58,In Transit
,790,,,In Transit,2024-05-24 13:44:58,In Transit
,791,,,Shipped,2024-11-26 17:37:49,Shipped
,791,,,Shipped,2024-11-26 17:37:49,Shipped
,791,,,Shipped,2024-11-26 17:37:49,Shipped
,792,,,Delivered,2024-10-07 12:13:44,Delivered
,793,,,Delivered,2024-02-06 06:37:02,Delivered
,793,,,Delivered,2024-02-06 06:37:02,Delivered
,793,,,Delivered,2024-02-06 06:37:02,Delivered
,794,,,In Transit,2024-11-25 21:54:01,In Transit
,795,,,Delivered,2024-05-16 11:14:33,Delivered
,795,,,Delivered,2024-05-16 11:14:33,Delivered
,795,,,Delivered,2024-05-16 11:14:33,Delivered
,796,,,Shipped,2024-12-07 21:17:17,Shipped
,796,,,Shipped,2024-12-07 21:17:17,Shipped
,796,,,Shipped,2024-12-07 21:17:17,Shipped
,797,,,Shipped,2024-02-13 06:42:23,Shipped
,797,,,Shipped,2024-02-13 06:42:23,Shipped
,797,,,Shipped,2024-02-13 06:42:23,Shipped
,798,,,In Transit,2024-01-23 16:14:44,In Transit
,799,,,Delivered,2024-06-28 11:42:49,Delivered
,799,,,Delivered,2024-06-28 11:42:49,Delivered
,799,,,Delivered,2024-06-28 11:42:49,Delivered
,800,,,Shipped,2024-06-02 17:33:49,Shipped
,800,,,Shipped,2024-06-02 17:33:49,Shipped
,801,,,Delivered,2024-07-22 17:55:56,Delivered
,802,,,In Transit,2024-07-27 05:12:40,In Transit
,802,,,In Transit,2024-07-27 05:12:40,In Transit
,802,,,In Transit,2024-07-27 05:12:40,In Transit
,803,,,In Transit,2024-10-11 08:58:27,In Transit
,803,,,In Transit,2024-10-11 08:58:27,In Transit
,803,,,In Transit,2024-10-11 08:58:27,In Transit
,804,,,Shipped,2024-04-13 21:02:20,Shipped
,805,,,Shipped,2024-01-15 06:20:49,Shipped
,806,,,In Transit,2024-09-19 08:33:54,In Transit
,806,,,In Transit,2024-09-19 08:33:54,In Transit
,807,,,In Transit,2024-01-24 06:34:51,In Transit
,807,,,In Transit,2024-01-24 06:34:51,In Transit
,808,,,Delivered,2024-09-07 09:51:05,Delivered
,808,,,Delivered,2024-09-07 09:51:05,Delivered
,808,,,Delivered,2024-09-07 09:51:05,Delivered
,809,,,Shipped,2024-03-28 01:25:12,Shipped
,809,,,Shipped,2024-03-28 01:25:12,Shipped
,810,,,In Transit,2024-02-05 00:12:03,In Transit
,810,,,In Transit,2024-02-05 00:12:03,In Transit
,810,,,In Transit,2024-02-05 00:12:03,In Transit
,811,,,Shipped,2024-12-07 08:51:57,Shipped
,811,,,Shipped,2024-12-07 08:51:57,Shipped
,811,,,Shipped,2024-12-07 08:51:57,Shipped
,812,,,In Transit,2024-11-21 18:29:11,In Transit
,812,,,In Transit,2024-11-21 18:29:11,In Transit
,813,,,Shipped,2024-11-14 06:03:42,Shipped
,813,,,Shipped,2024-11-14 06:03:42,Shipped
,814,,,Shipped,2024-12-16 17:37:05,Shipped
,815,,,Shipped,2024-01-05 03:14:29,Shipped
