BehaviorID,CustomerID,ProductID,Timestamp,ClickSource,PageModule,ActionType,DwellTimeSeconds,DwellTimeCategory
1636,2341,6593,2024-07-15 18:19:35.393638,search,,view,72,t4
1637,388,1523,2024-08-10 05:37:35.393638,home,specification,add_to_cart,137,t5
1638,1327,3101,2024-07-12 21:26:35.393638,sale,comments,purchase,21,t2
1639,2234,8437,2024-07-22 10:49:35.393638,home,bottom,purchase,266,t5
1640,2389,6658,2024-07-25 05:06:35.393638,sale,bottom,add_to_cart,174,t5
1641,4672,7970,2024-07-15 02:50:35.393638,home,bottom,purchase,218,t5
1642,4882,7515,2024-07-22 02:32:35.393638,home,comments,add_to_cart,60,t3
1643,4238,6105,2024-07-18 16:38:35.393638,sale,comments,add_to_cart,287,t5
1644,366,9828,2024-07-12 01:08:35.393638,cart,specification,add_to_cart,44,t3
1645,1577,5610,2024-07-18 16:41:35.393638,category,comments,view,218,t5
1646,2976,7701,2024-08-01 04:16:35.393638,cart,comments,view,15,t2
1647,936,5032,2024-07-21 04:01:35.393638,category,comments,add_to_cart,166,t5
1648,1538,1910,2024-07-24 11:56:35.393638,sale,comments,view,240,t5
1649,2837,9142,2024-08-06 10:39:35.393638,home,specification,add_to_cart,24,t2
1650,4699,5081,2024-07-25 17:31:35.393638,category,bottom,add_to_cart,288,t5
1651,3315,814,2024-07-14 10:16:35.393638,sale,,purchase,103,t4
1652,1179,540,2024-08-05 14:03:35.393638,category,bottom,purchase,259,t5
1653,2481,9342,2024-07-26 07:26:35.393638,cart,bottom,view,62,t4
1654,4590,8977,2024-07-28 23:15:35.393638,category,comments,add_to_cart,80,t4
1655,3024,1485,2024-08-06 01:06:35.393638,cart,bottom,purchase,111,t4
1656,3013,2605,2024-08-06 02:34:35.393638,home,comments,view,60,t3
1657,2125,6040,2024-08-10 10:04:35.393638,sale,bottom,add_to_cart,130,t5
1658,927,103,2024-08-09 17:53:35.393638,home,comments,add_to_cart,158,t5
1659,3053,9463,2024-08-08 08:18:35.393638,home,bottom,add_to_cart,263,t5
1660,37,4794,2024-07-25 15:54:35.393638,cart,specification,purchase,218,t5
1661,4588,4989,2024-08-11 05:52:35.393638,sale,specification,view,247,t5
1662,4579,7858,2024-07-17 15:18:35.393638,search,,add_to_cart,48,t3
1663,2193,6597,2024-07-17 12:03:35.393638,search,comments,view,40,t3
1664,3439,4882,2024-07-30 04:27:35.393638,category,,view,285,t5
1665,829,5829,2024-07-20 09:08:35.393638,sale,,view,215,t5
1666,2109,449,2024-07-24 00:38:35.393638,sale,specification,purchase,49,t3
1667,1,5209,2024-08-04 10:19:35.393638,home,,purchase,284,t5
1668,3297,7500,2024-07-19 19:13:35.393638,category,bottom,view,192,t5
1669,4606,2375,2024-07-22 22:33:35.393638,search,bottom,purchase,14,t2
1670,3023,1713,2024-07-15 06:58:35.393638,home,bottom,view,172,t5
1671,31,7249,2024-08-05 20:04:35.393638,home,specification,add_to_cart,70,t4
1672,1114,5800,2024-07-29 15:16:35.393638,category,bottom,purchase,189,t5
1673,3817,7326,2024-07-17 00:10:35.393638,category,bottom,add_to_cart,58,t3
1674,4502,9250,2024-07-27 00:43:35.393638,search,comments,view,195,t5
1675,3461,7653,2024-07-12 14:01:35.393638,search,,view,300,t5
1676,3410,7505,2024-07-31 14:50:35.393638,category,bottom,add_to_cart,258,t5
1677,1470,8259,2024-08-11 14:46:35.393638,sale,comments,add_to_cart,184,t5
1678,3610,2368,2024-07-29 17:40:35.393638,home,comments,purchase,119,t4
1679,3741,2787,2024-07-19 23:13:35.394636,cart,comments,purchase,182,t5
1680,3927,6335,2024-07-30 15:50:35.394636,category,specification,view,162,t5
1681,4899,2635,2024-07-25 15:51:35.394636,cart,,view,30,t3
1682,2981,6482,2024-07-11 19:03:35.394636,home,specification,purchase,175,t5
1683,4833,9365,2024-08-06 00:54:35.394636,home,,purchase,195,t5
1684,2804,7797,2024-07-17 04:47:35.394636,home,specification,purchase,138,t5
1685,3558,4061,2024-07-13 23:46:35.394636,sale,comments,purchase,225,t5
1686,1273,9068,2024-08-03 11:24:35.394636,sale,comments,view,60,t3
1687,2239,6600,2024-07-23 23:58:35.394636,category,bottom,add_to_cart,123,t5
1688,1206,9870,2024-08-04 08:39:35.394636,home,,purchase,211,t5
1689,398,215,2024-07-31 15:26:35.394636,sale,,purchase,284,t5
1690,3294,372,2024-08-04 00:41:35.394636,search,bottom,add_to_cart,295,t5
1691,3091,5921,2024-07-11 17:37:35.394636,search,,add_to_cart,183,t5
1692,1418,2553,2024-08-10 05:21:35.394636,search,bottom,view,53,t3
1693,2430,7683,2024-08-08 15:37:35.394636,home,,view,201,t5
1694,1422,2007,2024-07-11 23:05:35.394636,home,bottom,add_to_cart,219,t5
1695,2645,6769,2024-08-06 04:04:35.394636,cart,comments,add_to_cart,32,t3
1696,290,827,2024-07-18 12:13:35.394636,sale,bottom,purchase,11,t2
1697,247,3822,2024-08-04 21:36:35.394636,category,comments,view,94,t4
1698,3287,4157,2024-07-17 01:26:35.394636,category,specification,add_to_cart,35,t3
1699,818,9795,2024-07-19 06:59:35.394636,search,comments,view,150,t5
1700,2670,628,2024-08-06 20:56:35.394636,home,specification,purchase,26,t3
1701,4339,8352,2024-08-10 04:28:35.394636,search,specification,add_to_cart,140,t5
1702,2346,3678,2024-07-26 17:21:35.394636,cart,bottom,purchase,58,t3
1703,2924,6187,2024-07-17 04:08:35.394636,cart,,view,274,t5
1704,1073,9190,2024-07-26 12:53:35.394636,home,comments,add_to_cart,186,t5
1705,4254,8339,2024-07-11 18:11:35.394636,search,comments,add_to_cart,28,t3
1706,4238,7464,2024-08-05 11:22:35.394636,cart,,view,234,t5
1707,1256,6754,2024-07-29 22:25:35.394636,search,bottom,add_to_cart,209,t5
1708,390,6293,2024-08-03 03:51:35.394636,home,specification,add_to_cart,97,t4
1709,3110,2539,2024-07-30 18:01:35.394636,sale,specification,view,261,t5
1710,2097,5303,2024-07-12 07:25:35.394636,search,bottom,add_to_cart,184,t5
1711,4622,6197,2024-07-15 08:28:35.394636,category,comments,purchase,89,t4
1712,3415,5818,2024-08-09 20:05:35.394636,category,specification,view,148,t5
1713,4805,5921,2024-07-30 00:15:35.394636,category,comments,purchase,10,t2
1714,3051,549,2024-08-09 05:53:35.394636,cart,comments,view,36,t3
1715,693,5301,2024-07-22 01:08:35.394636,search,,add_to_cart,271,t5
1716,974,4479,2024-07-14 16:16:35.394636,home,comments,view,40,t3
1717,4234,876,2024-07-15 09:25:35.394636,sale,bottom,add_to_cart,44,t3
1718,2514,5664,2024-07-26 09:49:35.394636,search,,view,51,t3
1719,3980,3850,2024-08-04 01:21:35.394636,home,comments,purchase,137,t5
1720,4783,1267,2024-07-29 15:18:35.394636,search,,view,199,t5
1721,1760,184,2024-07-12 08:57:35.394636,home,,view,207,t5
1722,589,680,2024-07-12 22:17:35.394636,search,specification,purchase,208,t5
1723,2867,738,2024-07-16 10:10:35.394636,category,comments,add_to_cart,56,t3
1724,2997,3948,2024-08-07 17:41:35.394636,search,comments,purchase,37,t3
1725,4410,849,2024-08-09 08:06:35.394636,home,bottom,add_to_cart,203,t5
1726,2846,4402,2024-08-11 02:51:35.394636,cart,bottom,add_to_cart,193,t5
1727,1570,6565,2024-07-20 09:12:35.394636,category,comments,view,102,t4
1728,3869,3194,2024-07-19 16:24:35.394636,cart,,purchase,77,t4
1729,778,1948,2024-07-29 08:51:35.394636,category,,add_to_cart,233,t5
1730,4489,8410,2024-08-02 23:11:35.394636,search,comments,purchase,247,t5
1731,4563,235,2024-08-04 14:31:35.394636,category,specification,view,48,t3
1732,3154,7520,2024-08-04 19:34:35.394636,sale,comments,purchase,142,t5
1733,3700,7490,2024-07-29 16:12:35.394636,home,bottom,purchase,277,t5
1734,1816,7993,2024-07-26 23:51:35.394636,search,comments,add_to_cart,158,t5
1735,3517,6058,2024-07-13 12:29:35.394636,cart,specification,view,111,t4
1736,3765,3321,2024-08-09 04:24:35.394636,search,,add_to_cart,50,t3
1737,3293,8488,2024-07-25 19:08:35.394636,home,,add_to_cart,251,t5
1738,4524,4358,2024-07-27 07:39:35.394636,search,comments,purchase,151,t5
1739,236,5629,2024-08-01 08:00:35.394636,cart,specification,add_to_cart,78,t4
1740,755,7778,2024-08-07 21:43:35.394636,category,bottom,purchase,274,t5
1741,1080,4078,2024-08-10 09:36:35.394636,category,,purchase,73,t4
1742,2347,2295,2024-08-08 14:10:35.394636,sale,specification,purchase,270,t5
1743,3602,2789,2024-08-09 22:15:35.394636,search,bottom,view,101,t4
1744,3877,9452,2024-07-19 03:52:35.394636,category,comments,view,177,t5
1745,4709,8854,2024-07-23 15:00:35.394636,search,bottom,view,204,t5
1746,2265,6668,2024-07-23 06:19:35.394636,home,comments,add_to_cart,211,t5
1747,64,2118,2024-07-25 01:46:35.394636,search,specification,purchase,8,t1
1748,938,7943,2024-08-09 02:06:35.394636,home,comments,purchase,47,t3
1749,3885,2932,2024-07-19 11:16:35.394636,home,,purchase,252,t5
1750,923,925,2024-07-22 13:40:35.394636,category,bottom,purchase,186,t5
1751,1834,7799,2024-07-20 07:47:35.394636,category,specification,add_to_cart,2,t1
1752,3140,3984,2024-08-06 01:10:35.394636,sale,,add_to_cart,160,t5
1753,4237,4862,2024-07-20 05:41:35.394636,cart,bottom,add_to_cart,226,t5
1754,3437,6454,2024-07-12 12:20:35.394636,sale,bottom,purchase,161,t5
1755,3594,7156,2024-08-05 08:59:35.394636,home,comments,purchase,216,t5
1756,2567,1806,2024-07-20 21:32:35.394636,search,specification,purchase,227,t5
1757,374,9306,2024-08-05 00:07:35.394636,sale,,purchase,189,t5
1758,1728,4461,2024-07-21 14:04:35.394636,cart,comments,purchase,25,t3
1759,2871,1147,2024-08-07 19:57:35.394636,category,comments,add_to_cart,257,t5
1760,776,2346,2024-08-03 21:38:35.394636,search,specification,view,94,t4
1761,3710,2149,2024-08-01 23:33:35.395629,cart,specification,view,160,t5
1762,2910,5792,2024-08-11 14:27:35.395629,category,,add_to_cart,158,t5
1763,957,2743,2024-07-15 08:45:35.395629,home,specification,add_to_cart,95,t4
1764,2654,8383,2024-08-09 08:18:35.395629,sale,,view,249,t5
1765,4160,2884,2024-07-17 11:04:35.395629,home,bottom,view,10,t2
1766,1122,6893,2024-07-17 04:33:35.395629,category,comments,purchase,257,t5
1767,962,4195,2024-08-05 18:08:35.395629,cart,specification,add_to_cart,55,t3
1768,3178,4521,2024-07-18 04:19:35.395629,sale,comments,purchase,253,t5
1769,4041,4076,2024-07-15 08:51:35.395629,category,comments,view,70,t4
1770,2212,9698,2024-07-15 14:25:35.395629,home,comments,purchase,87,t4
1771,812,6820,2024-07-11 20:56:35.395629,search,bottom,add_to_cart,289,t5
1772,3351,7777,2024-07-27 21:25:35.395629,home,bottom,view,31,t3
1773,4087,2786,2024-07-24 00:32:35.395629,category,bottom,purchase,57,t3
1774,992,9550,2024-08-05 03:41:35.395629,search,bottom,purchase,64,t4
1775,247,6686,2024-07-29 15:52:35.395629,cart,bottom,add_to_cart,76,t4
1776,918,7180,2024-07-30 19:16:35.395629,cart,,view,39,t3
1777,4714,9680,2024-07-25 19:16:35.395629,home,bottom,purchase,67,t4
1778,4307,4313,2024-08-02 12:44:35.395629,search,comments,view,289,t5
1779,4605,4781,2024-08-11 01:12:35.395629,home,specification,purchase,222,t5
1780,1244,3455,2024-07-15 11:07:35.395629,home,comments,add_to_cart,247,t5
1781,1643,7539,2024-08-08 03:41:35.395629,home,bottom,view,26,t3
1782,2530,5124,2024-07-22 00:03:35.395629,sale,specification,view,220,t5
1783,4106,7504,2024-07-31 09:47:35.395629,sale,,purchase,236,t5
1784,4428,412,2024-07-23 23:07:35.395629,cart,bottom,purchase,9,t1
1785,4601,4609,2024-07-23 04:02:35.395629,category,,view,163,t5
1786,1683,6951,2024-08-08 21:48:35.395629,category,,purchase,27,t3
1787,441,1870,2024-08-11 01:38:35.395629,category,specification,view,83,t4
1788,1660,1208,2024-08-03 15:53:35.395629,home,comments,purchase,8,t1
1789,1528,9197,2024-07-28 15:11:35.395629,sale,specification,purchase,165,t5
1790,802,550,2024-07-25 02:17:35.395629,search,comments,add_to_cart,261,t5
1791,4279,71,2024-08-02 22:07:35.395629,home,comments,purchase,295,t5
1792,4242,8907,2024-08-10 22:30:35.395629,category,,purchase,39,t3
1793,667,6146,2024-07-31 00:51:35.395629,home,bottom,view,200,t5
1794,2654,4782,2024-07-17 15:40:35.395629,category,specification,add_to_cart,104,t4
1795,199,8586,2024-07-26 13:45:35.395629,search,,purchase,71,t4
1796,4243,7156,2024-08-01 10:49:35.395629,category,specification,add_to_cart,50,t3
1797,2891,3666,2024-07-13 15:33:35.395629,sale,,add_to_cart,227,t5
1798,1579,3359,2024-07-24 23:00:35.395629,search,,add_to_cart,130,t5
1799,3145,5179,2024-08-09 04:43:35.395629,search,specification,view,154,t5
1800,4231,7192,2024-08-10 18:05:35.395629,sale,specification,add_to_cart,91,t4
1801,4548,6862,2024-07-23 02:54:35.395629,home,comments,add_to_cart,227,t5
1802,841,984,2024-07-11 18:23:35.395629,search,,add_to_cart,232,t5
1803,3484,4181,2024-08-10 13:21:35.395629,sale,bottom,add_to_cart,84,t4
1804,4216,1589,2024-07-31 17:27:35.395629,sale,bottom,add_to_cart,97,t4
1805,1711,1073,2024-07-22 13:03:35.395629,cart,bottom,view,162,t5
1806,4750,6455,2024-07-28 01:56:35.395629,sale,comments,view,49,t3
1807,1618,5603,2024-08-01 03:54:35.395629,search,specification,view,105,t4
1808,4974,7229,2024-07-17 02:05:35.395629,category,bottom,purchase,97,t4
1809,3570,8355,2024-07-29 13:58:35.395629,category,comments,view,109,t4
1810,2144,5101,2024-08-07 10:48:35.395629,cart,bottom,purchase,63,t4
1811,4953,96,2024-07-30 09:42:35.395629,sale,,view,111,t4
1812,4971,8200,2024-07-21 10:57:35.395629,home,bottom,view,244,t5
1813,3781,6431,2024-07-30 16:59:35.395629,search,bottom,view,84,t4
1814,2103,2619,2024-07-27 05:40:35.395629,search,comments,view,183,t5
1815,3297,8245,2024-08-01 17:26:35.395629,home,,add_to_cart,286,t5
1816,1134,6200,2024-08-10 13:18:35.395629,home,,add_to_cart,147,t5
1817,2848,837,2024-08-09 12:37:35.395629,category,specification,purchase,244,t5
1818,231,5355,2024-07-25 23:18:35.395629,cart,specification,view,170,t5
1819,2897,2642,2024-07-31 13:35:35.395629,home,comments,view,190,t5
1820,2190,2282,2024-07-20 04:32:35.395629,sale,comments,view,35,t3
1821,359,8650,2024-07-16 15:00:35.395629,cart,,add_to_cart,225,t5
1822,4768,6194,2024-07-15 07:43:35.395629,home,bottom,add_to_cart,157,t5
1823,3234,5688,2024-08-09 15:59:35.395629,sale,,add_to_cart,271,t5
1824,1003,2875,2024-07-17 01:03:35.395629,home,bottom,view,115,t4
1825,3726,3833,2024-07-12 06:48:35.395629,category,comments,purchase,229,t5
1826,1800,8918,2024-08-07 07:04:35.395629,home,comments,add_to_cart,262,t5
1827,4317,8382,2024-07-18 23:23:35.395629,search,bottom,purchase,71,t4
1828,1698,2974,2024-08-10 15:31:35.395629,category,,purchase,192,t5
1829,1589,2383,2024-07-20 18:22:35.395629,sale,,view,286,t5
1830,3319,8925,2024-07-29 23:11:35.395629,sale,,view,194,t5
1831,1776,5816,2024-07-30 10:04:35.395629,category,specification,purchase,244,t5
1832,2386,6276,2024-07-24 15:07:35.395629,cart,bottom,purchase,83,t4
1833,2864,7948,2024-07-17 21:22:35.395629,cart,,view,46,t3
1834,3147,5407,2024-08-11 03:56:35.395629,sale,specification,add_to_cart,7,t1
1835,13,9530,2024-07-20 13:07:35.395629,category,,purchase,31,t3
1836,3197,8155,2024-08-09 12:14:35.395629,category,comments,view,113,t4
1837,1555,1029,2024-07-13 16:02:35.395629,search,bottom,add_to_cart,243,t5
1838,3926,1373,2024-08-01 07:52:35.395629,sale,comments,view,35,t3
1839,3463,7767,2024-08-01 01:55:35.395629,home,bottom,add_to_cart,196,t5
1840,3470,4808,2024-07-21 20:47:35.395629,sale,specification,purchase,195,t5
1841,4105,4893,2024-07-21 19:21:35.395629,sale,specification,purchase,67,t4
1842,969,6414,2024-07-24 14:33:35.395629,search,specification,view,286,t5
1843,710,515,2024-07-19 08:18:35.395629,search,,view,189,t5
1844,3795,5851,2024-07-29 23:16:35.395629,search,,add_to_cart,86,t4
1845,3781,2144,2024-07-20 14:34:35.395629,category,,purchase,153,t5
1846,555,2592,2024-08-01 09:18:35.395629,search,specification,add_to_cart,204,t5
1847,2805,6179,2024-08-01 22:15:35.395629,search,comments,purchase,233,t5
1848,4851,6537,2024-08-05 01:08:35.395629,category,,view,178,t5
1849,2161,5667,2024-08-10 05:05:35.395629,search,comments,add_to_cart,164,t5
1850,762,2622,2024-08-08 16:24:35.395629,sale,bottom,purchase,166,t5
1851,3317,6869,2024-07-17 21:53:35.395629,category,,add_to_cart,12,t2
1852,4466,8660,2024-07-21 03:15:35.395629,search,comments,view,28,t3
1853,79,3,2024-07-26 16:37:35.395629,category,,view,243,t5
1854,3000,5800,2024-07-27 08:04:35.395629,home,specification,add_to_cart,296,t5
1855,3201,2859,2024-07-16 15:42:35.395629,home,bottom,view,141,t5
1856,2676,4747,2024-08-03 10:30:35.395629,search,,add_to_cart,176,t5
1857,787,7579,2024-07-25 16:34:35.395629,sale,specification,purchase,136,t5
1858,4002,105,2024-07-23 18:19:35.395629,cart,specification,purchase,83,t4
1859,1888,1792,2024-07-24 14:51:35.395629,sale,comments,purchase,192,t5
1860,282,61,2024-07-22 12:32:35.395629,sale,,add_to_cart,79,t4
1861,3934,4647,2024-08-04 19:14:35.395629,sale,specification,add_to_cart,227,t5
1862,1802,6059,2024-08-10 09:45:35.395629,home,comments,purchase,232,t5
1863,3029,1174,2024-08-04 10:09:35.395629,sale,,view,140,t5
1864,1519,8361,2024-07-30 10:01:35.395629,category,comments,add_to_cart,130,t5
1865,782,3852,2024-07-20 21:37:35.395629,sale,bottom,view,268,t5
1866,590,2700,2024-08-08 21:46:35.395629,category,,add_to_cart,87,t4
1867,790,2021,2024-08-05 02:31:35.395629,sale,comments,purchase,154,t5
1868,527,6226,2024-07-21 21:40:35.395629,sale,,view,188,t5
1869,2886,2149,2024-07-21 13:40:35.395629,sale,comments,purchase,163,t5
1870,3238,6295,2024-08-06 22:12:35.395629,home,bottom,purchase,75,t4
1871,3743,8713,2024-08-03 02:56:35.395629,category,comments,add_to_cart,141,t5
1872,2109,7757,2024-08-07 23:32:35.395629,category,bottom,purchase,180,t5
1873,3690,3624,2024-07-26 02:00:35.395629,sale,specification,purchase,180,t5
1874,4939,9433,2024-07-25 11:15:35.395629,home,,add_to_cart,107,t4
1875,439,3033,2024-07-24 18:29:35.395629,home,specification,purchase,158,t5
1876,1648,4943,2024-07-28 07:45:35.395629,category,specification,add_to_cart,134,t5
1877,198,3174,2024-07-13 03:18:35.395629,category,comments,add_to_cart,106,t4
1878,1361,8222,2024-08-03 02:13:35.395629,cart,,add_to_cart,131,t5
1879,4040,6146,2024-07-16 18:32:35.395629,sale,,add_to_cart,56,t3
1880,4068,1876,2024-08-11 03:53:35.395629,cart,comments,add_to_cart,50,t3
1881,1453,8625,2024-07-27 13:31:35.395629,cart,comments,view,153,t5
1882,4647,8263,2024-07-20 13:52:35.395629,cart,bottom,view,4,t1
1883,2037,7171,2024-07-20 11:16:35.395629,cart,bottom,add_to_cart,69,t4
1884,1603,6995,2024-07-30 20:10:35.396632,cart,bottom,purchase,218,t5
1885,4775,3853,2024-07-28 13:06:35.396632,home,bottom,purchase,293,t5
1886,775,3625,2024-08-05 12:05:35.396632,sale,,purchase,129,t5
1887,3770,3508,2024-07-28 06:43:35.396632,cart,,view,96,t4
1888,2000,6199,2024-08-01 09:35:35.396632,home,comments,view,297,t5
1889,1342,8175,2024-07-18 16:16:35.396632,cart,comments,add_to_cart,35,t3
1890,4478,7587,2024-08-03 13:45:35.396632,category,comments,view,136,t5
1891,766,55,2024-07-18 04:47:35.396632,home,specification,purchase,65,t4
1892,4580,8854,2024-08-08 04:15:35.396632,home,comments,purchase,13,t2
1893,1363,3410,2024-08-06 01:03:35.396632,sale,specification,purchase,171,t5
1894,4728,9295,2024-08-05 18:00:35.396632,home,bottom,add_to_cart,20,t2
1895,2708,4860,2024-07-28 19:56:35.396632,category,bottom,view,161,t5
1896,3096,559,2024-07-25 17:39:35.396632,search,,view,28,t3
1897,2694,1817,2024-07-19 06:05:35.396632,sale,,add_to_cart,216,t5
1898,3062,6729,2024-07-25 10:50:35.396632,home,bottom,purchase,151,t5
1899,1475,7267,2024-07-20 03:39:35.396632,home,comments,add_to_cart,69,t4
1900,4704,6553,2024-07-11 21:35:35.396632,category,bottom,view,153,t5
1901,1483,7278,2024-07-23 05:34:35.396632,category,,view,70,t4
1902,1451,5306,2024-08-09 14:00:35.396632,sale,bottom,view,235,t5
1903,1374,4091,2024-07-13 05:45:35.396632,cart,comments,view,258,t5
1904,2612,531,2024-08-06 12:29:35.396632,category,bottom,add_to_cart,102,t4
1905,2687,3875,2024-08-05 09:23:35.396632,home,specification,purchase,13,t2
1906,3337,93,2024-07-31 03:34:35.396632,category,comments,view,241,t5
1907,4375,2725,2024-08-09 09:10:35.396632,home,bottom,add_to_cart,221,t5
1908,1051,6073,2024-07-17 09:28:35.396632,cart,bottom,view,129,t5
1909,73,482,2024-07-31 19:46:35.396632,search,bottom,purchase,123,t5
1910,837,8175,2024-08-10 21:19:35.396632,home,comments,view,32,t3
1911,3578,4310,2024-07-20 19:49:35.396632,category,,purchase,103,t4
1912,3169,2416,2024-07-20 22:25:35.396632,sale,,view,296,t5
1913,2328,7142,2024-07-19 01:18:35.396632,cart,specification,purchase,87,t4
1914,1387,1642,2024-08-11 03:46:35.396632,cart,comments,add_to_cart,130,t5
1915,375,6859,2024-07-12 14:17:35.396632,cart,bottom,purchase,59,t3
1916,1102,1910,2024-07-22 19:48:35.396632,cart,specification,add_to_cart,58,t3
1917,1869,7295,2024-08-04 11:20:35.396632,sale,,purchase,277,t5
1918,1046,1968,2024-08-03 07:05:35.396632,sale,comments,add_to_cart,200,t5
1919,2710,7248,2024-08-08 10:30:35.396632,category,bottom,purchase,300,t5
1920,961,8260,2024-07-31 10:23:35.396632,sale,comments,purchase,168,t5
1921,2000,8952,2024-07-28 18:12:35.396632,home,comments,view,288,t5
1922,2518,6716,2024-07-27 20:55:35.396632,home,bottom,add_to_cart,160,t5
1923,1274,502,2024-07-29 17:33:35.396632,search,,purchase,136,t5
1924,3866,1881,2024-07-21 04:05:35.396632,search,bottom,view,267,t5
1925,3326,6626,2024-07-22 05:34:35.396632,search,,add_to_cart,197,t5
1926,1011,5685,2024-08-10 11:25:35.396632,cart,,purchase,124,t5
1927,1728,3691,2024-07-27 22:44:35.396632,sale,comments,purchase,235,t5
1928,920,3427,2024-08-07 22:55:35.396632,sale,specification,purchase,242,t5
1929,2158,6415,2024-07-13 07:53:35.396632,home,,purchase,259,t5
1930,271,825,2024-08-03 10:29:35.396632,search,bottom,view,161,t5
1931,530,2898,2024-07-30 23:49:35.396632,category,comments,purchase,187,t5
1932,4646,7365,2024-07-28 01:19:35.396632,home,comments,purchase,272,t5
1933,1413,4043,2024-07-25 00:48:35.396632,home,comments,add_to_cart,114,t4
1934,2699,6678,2024-07-12 18:52:35.396632,cart,,purchase,157,t5
1935,3074,4222,2024-08-06 12:45:35.396632,category,,add_to_cart,50,t3
1936,3602,2713,2024-07-13 12:49:35.396632,search,bottom,purchase,72,t4
1937,4550,4566,2024-07-31 03:29:35.396632,category,comments,view,238,t5
1938,2458,4014,2024-07-21 11:17:35.396632,sale,,view,156,t5
1939,383,9147,2024-07-18 07:13:35.396632,search,comments,purchase,153,t5
1940,4921,2547,2024-07-22 00:46:35.396632,category,specification,view,67,t4
1941,2058,46,2024-07-30 19:13:35.396632,search,comments,purchase,267,t5
1942,1939,4709,2024-08-03 09:21:35.396632,search,specification,purchase,49,t3
1943,4541,7548,2024-07-25 04:04:35.396632,category,,purchase,100,t4
1944,2055,9590,2024-07-12 16:52:35.396632,sale,bottom,add_to_cart,271,t5
1945,3844,434,2024-07-25 17:35:35.396632,cart,bottom,add_to_cart,87,t4
1946,2692,4068,2024-08-04 00:35:35.396632,category,comments,add_to_cart,48,t3
1947,1055,1601,2024-07-24 15:14:35.396632,home,comments,purchase,161,t5
1948,4391,1098,2024-07-23 18:42:35.396632,cart,,view,189,t5
1949,2303,1449,2024-07-21 18:36:35.396632,category,,add_to_cart,292,t5
1950,4299,216,2024-07-14 10:21:35.396632,search,specification,purchase,61,t4
1951,210,9671,2024-07-30 22:11:35.396632,cart,bottom,add_to_cart,270,t5
1952,1614,5006,2024-07-24 18:51:35.396632,home,specification,add_to_cart,114,t4
1953,1874,8185,2024-07-18 00:16:35.396632,category,specification,purchase,288,t5
1954,4964,3749,2024-08-07 05:58:35.396632,cart,specification,purchase,142,t5
1955,2413,2390,2024-08-06 17:00:35.396632,search,bottom,purchase,50,t3
1956,4396,9319,2024-07-20 11:12:35.396632,home,comments,view,194,t5
1957,1302,2651,2024-08-02 05:12:35.396632,search,,view,45,t3
1958,578,8542,2024-07-30 18:50:35.396632,search,,purchase,253,t5
1959,504,8947,2024-07-31 13:52:35.396632,sale,specification,view,4,t1
1960,847,8542,2024-07-26 03:57:35.396632,category,,purchase,3,t1
1961,1210,8045,2024-07-13 21:06:35.396632,home,comments,view,231,t5
1962,468,2806,2024-07-19 14:55:35.396632,search,specification,add_to_cart,196,t5
1963,1984,6750,2024-07-24 02:10:35.396632,home,,add_to_cart,165,t5
1964,2210,8494,2024-08-11 15:06:35.396632,cart,specification,view,237,t5
1965,2151,285,2024-07-27 22:02:35.396632,search,bottom,add_to_cart,269,t5
1966,2045,2025,2024-07-19 06:45:35.396632,sale,bottom,view,204,t5
1967,549,5877,2024-07-18 21:23:35.396632,sale,specification,view,66,t4
1968,2513,4225,2024-07-28 17:35:35.396632,category,,view,90,t4
1969,2736,7309,2024-07-13 08:04:35.396632,home,,add_to_cart,181,t5
1970,3901,5474,2024-07-24 08:15:35.396632,search,,add_to_cart,207,t5
1971,3312,3616,2024-08-11 10:06:35.396632,sale,comments,view,149,t5
1972,1919,7409,2024-07-13 04:57:35.396632,sale,,purchase,226,t5
1973,1495,578,2024-07-27 01:13:35.396632,sale,bottom,purchase,72,t4
1974,3639,4966,2024-08-04 16:57:35.396632,sale,bottom,purchase,207,t5
1975,1506,7234,2024-08-08 09:35:35.396632,search,bottom,view,218,t5
1976,2994,2242,2024-07-30 05:43:35.396632,home,specification,add_to_cart,92,t4
1977,4119,5861,2024-07-24 23:50:35.396632,category,comments,purchase,122,t5
1978,1103,8731,2024-07-24 18:10:35.396632,home,comments,add_to_cart,121,t5
1979,1653,6669,2024-07-22 07:30:35.396632,sale,bottom,view,50,t3
1980,645,9115,2024-07-18 07:46:35.396632,cart,specification,add_to_cart,243,t5
1981,1249,9102,2024-07-31 20:52:35.396632,category,,add_to_cart,91,t4
1982,1771,2279,2024-08-07 00:42:35.396632,category,comments,add_to_cart,278,t5
1983,2232,1830,2024-08-09 04:52:35.396632,category,bottom,add_to_cart,214,t5
1984,1835,589,2024-08-09 11:14:35.396632,home,,view,283,t5
1985,1872,8248,2024-07-14 06:35:35.396632,search,comments,view,85,t4
1986,4598,8758,2024-07-30 14:19:35.396632,sale,,add_to_cart,20,t2
1987,4878,9147,2024-07-27 15:12:35.396632,category,bottom,add_to_cart,164,t5
1988,4585,5928,2024-08-07 08:56:35.396632,category,,view,259,t5
1989,2186,2000,2024-07-28 09:49:35.396632,home,bottom,view,238,t5
1990,2466,3035,2024-07-28 05:48:35.396632,category,specification,add_to_cart,4,t1
